    date,close
2023-08-29,64740.62890625
2023-08-30,65031.37890625
2023-08-31,64837.53515625
2023-09-01,68811.1328125
2023-09-04,69004.96875
2023-09-05,68520.3828125
2023-09-06,67841.96875
2023-09-07,68229.640625
2023-09-08,68132.71875
2023-09-11,68617.3046875
2023-09-12,68326.5546875
2023-09-13,68714.21875
2023-09-14,69489.5625
2023-09-15,69780.3046875
2023-09-18,68035.796875
2023-09-19,67648.1328125
2023-09-20,67454.2890625
2023-09-21,66775.875
2023-09-22,66678.953125
2023-09-25,67260.46875
2023-09-26,66832.78125
2023-09-27,66637.9296875
2023-10-04,65761.109375
2023-10-05,64981.72265625
2023-10-06,64299.75390625
2023-10-10,64689.4453125
2023-10-11,66443.0859375
2023-10-12,67125.046875
2023-10-13,66248.2265625
2023-10-16,65566.265625
2023-10-17,67612.1640625
2023-10-18,68683.8203125
2023-10-19,67709.6015625
2023-10-20,67027.625
2023-10-23,66637.9296875
2023-10-24,66735.3515625
2023-10-25,66248.2265625
2023-10-26,64981.72265625
2023-10-27,65566.265625
2023-10-30,65566.265625
2023-10-31,65176.56640625
2023-11-01,66832.78125
2023-11-02,67904.4453125
2023-11-03,67807.0078125
2023-11-06,69073.515625
2023-11-07,69073.515625
2023-11-08,68099.2734375
2023-11-09,68488.9765625
2023-11-10,68683.8203125
2023-11-13,68586.40625
2023-11-14,68976.1015625
2023-11-15,70340.0390625
2023-11-16,70924.578125
2023-11-17,70632.3046875
2023-11-20,70827.1484375
2023-11-21,70924.578125
2023-11-22,70924.578125
2023-11-23,70534.875
2023-11-24,69852.921875
2023-11-27,69463.21875
2023-11-28,70827.1484375
2023-11-29,70827.1484375
2023-11-30,70924.578125
2023-12-01,70145.1953125
2023-12-04,70729.734375
2023-12-05,69365.7890625
2023-12-06,69852.921875
2023-12-07,69658.0625
2023-12-08,70729.734375
2023-12-11,71119.4296875
2023-12-12,71606.546875
2023-12-13,70924.578125
2023-12-14,71216.8515625
2023-12-15,71411.6953125
2023-12-18,71022.0078125
2023-12-19,71509.109375
2023-12-20,72873.0546875
2023-12-21,73067.8984375
2023-12-22,73944.7109375
2023-12-26,74626.6796875
2023-12-27,76350.4453125
2023-12-28,76839.875
2024-01-02,77916.609375
2024-01-03,75371.5859375
2024-01-04,74980.0546875
2024-01-05,74980.0546875
2024-01-08,74882.171875
2024-01-09,73120.2265625
2024-01-10,72043.4921875
2024-01-11,71651.9609375
2024-01-12,71554.0703125
2024-01-15,72337.15625
2024-01-16,71064.640625
2024-01-17,69498.4765625
2024-01-18,70183.671875
2024-01-19,73120.2265625
2024-01-22,73511.7734375
2024-01-23,73609.65625
2024-01-24,72435.03125
2024-01-25,72532.9296875
2024-01-26,71847.7265625
2024-01-29,72826.5859375
2024-01-30,72728.6875
2024-01-31,71162.53125
2024-02-01,72043.4921875
2024-02-02,73609.65625
2024-02-05,72728.6875
2024-02-06,72826.5859375
2024-02-07,73413.8828125
2024-02-08,72532.9296875
2024-02-13,73609.65625
2024-02-14,72435.03125
2024-02-15,71651.9609375
2024-02-16,71260.40625
2024-02-19,72239.2578125
2024-02-20,71749.8359375
2024-02-21,71456.1875
2024-02-22,71554.0703125
2024-02-23,71358.2890625
2024-02-26,71260.40625
2024-02-27,71358.2890625
2024-02-28,71651.9609375
2024-02-29,71847.7265625
2024-03-04,73316.0
